date,cases,deaths,country,continent,cases_prev,dead_prev,cases_rel_diff,deaths_rel_diff
2019-12-31,0,0,Canada,America,"","","",""
2020-05-13,10,0,Cape_Verde,Africa,14,0,-0.2857142857142857,""
2020-05-12,14,0,Cape_Verde,Africa,10,0,0.4,""
2020-05-11,10,0,Cape_Verde,Africa,6,0,0.6666666666666666,""
2020-05-10,6,0,Cape_Verde,Africa,12,0,-0.5,""
2020-05-09,12,0,Cape_Verde,Africa,27,0,-0.5555555555555556,""
2020-05-08,27,0,Cape_Verde,Africa,5,0,4.4,""
2020-05-07,5,0,Cape_Verde,Africa,11,0,-0.5454545454545454,""
2020-05-06,11,0,Cape_Verde,Africa,10,0,0.1,""
2020-05-05,10,0,Cape_Verde,Africa,13,0,-0.23076923076923078,""
2020-05-04,13,0,Cape_Verde,Africa,29,0,-0.5517241379310345,""
2020-05-03,29,0,Cape_Verde,Africa,2,1,13.5,-1.0
2020-05-02,2,1,Cape_Verde,Africa,8,0,-0.75,""
2020-05-01,8,0,Cape_Verde,Africa,0,0,"",""
2020-04-30,0,0,Cape_Verde,Africa,4,0,-1.0,""
2020-04-29,4,0,Cape_Verde,Africa,3,0,0.3333333333333333,""
2020-04-28,3,0,Cape_Verde,Africa,16,0,-0.8125,""
2020-04-27,16,0,Cape_Verde,Africa,2,0,7.0,""
2020-04-26,2,0,Cape_Verde,Africa,6,0,-0.6666666666666666,""
2020-04-25,6,0,Cape_Verde,Africa,9,0,-0.3333333333333333,""
2020-04-24,9,0,Cape_Verde,Africa,6,0,0.5,""
2020-04-23,6,0,Cape_Verde,Africa,0,0,"",""
2020-04-22,0,0,Cape_Verde,Africa,6,0,-1.0,""
2020-04-21,6,0,Cape_Verde,Africa,3,0,1.0,""
2020-04-20,3,0,Cape_Verde,Africa,2,0,0.5,""
2020-04-19,2,0,Cape_Verde,Africa,1,0,1.0,""
2020-04-18,1,0,Cape_Verde,Africa,0,0,"",""
2020-04-17,0,0,Cape_Verde,Africa,44,0,-1.0,""
2020-04-16,44,0,Cape_Verde,Africa,1,0,43.0,""
2020-04-15,1,0,Cape_Verde,Africa,0,0,"",""
2020-04-14,0,0,Cape_Verde,Africa,2,0,-1.0,""
2020-04-13,2,0,Cape_Verde,Africa,1,0,1.0,""
2020-04-12,1,0,Cape_Verde,Africa,0,0,"",""
2020-04-11,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-10,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-09,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-08,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-07,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-06,0,0,Cape_Verde,Africa,1,0,-1.0,""
2020-04-05,1,0,Cape_Verde,Africa,0,0,"",""
2020-04-04,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-03,0,0,Cape_Verde,Africa,0,0,"",""
2020-04-02,0,0,Cape_Verde,Africa,1,0,-1.0,""
2020-04-01,1,0,Cape_Verde,Africa,0,0,"",""
2020-03-31,0,0,Cape_Verde,Africa,0,0,"",""
2020-03-30,0,0,Cape_Verde,Africa,0,0,"",""
2020-03-29,0,0,Cape_Verde,Africa,0,0,"",""
2020-03-28,0,0,Cape_Verde,Africa,1,0,-1.0,""
2020-03-27,1,0,Cape_Verde,Africa,1,0,0.0,""
2020-03-26,1,0,Cape_Verde,Africa,0,1,"",-1.0
2020-03-25,0,1,Cape_Verde,Africa,0,0,"",""
2020-03-24,0,0,Cape_Verde,Africa,0,0,"",""
2020-03-23,0,0,Cape_Verde,Africa,1,0,-1.0,""
2020-03-22,1,0,Cape_Verde,Africa,2,0,-0.5,""
2020-03-21,2,0,Cape_Verde,Africa,"","","",""
2020-03-10,-9,1,Cases_on_an_international_conveyance_Japan,Other,"","","",""
2020-03-02,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-03-01,0,0,Cases_on_an_international_conveyance_Japan,Other,0,2,"",-1.0
2020-02-29,0,2,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-28,0,0,Cases_on_an_international_conveyance_Japan,Other,14,0,-1.0,""
2020-02-27,14,0,Cases_on_an_international_conveyance_Japan,Other,0,1,"",-1.0
2020-02-26,0,1,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-25,0,0,Cases_on_an_international_conveyance_Japan,Other,57,1,-1.0,-1.0
2020-02-24,57,1,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-23,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-22,0,0,Cases_on_an_international_conveyance_Japan,Other,13,0,-1.0,""
2020-02-21,13,0,Cases_on_an_international_conveyance_Japan,Other,79,2,-0.8354430379746836,-1.0
2020-02-20,79,2,Cases_on_an_international_conveyance_Japan,Other,88,0,-0.10227272727272728,""
2020-02-19,88,0,Cases_on_an_international_conveyance_Japan,Other,99,0,-0.1111111111111111,""
2020-02-18,99,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-17,0,0,Cases_on_an_international_conveyance_Japan,Other,134,0,-1.0,""
2020-02-16,134,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-15,0,0,Cases_on_an_international_conveyance_Japan,Other,47,0,-1.0,""
2020-02-14,47,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-13,0,0,Cases_on_an_international_conveyance_Japan,Other,39,0,-1.0,""
2020-02-12,39,0,Cases_on_an_international_conveyance_Japan,Other,65,0,-0.4,""
2020-02-11,65,0,Cases_on_an_international_conveyance_Japan,Other,6,0,9.833333333333334,""
2020-02-10,6,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-09,0,0,Cases_on_an_international_conveyance_Japan,Other,3,0,-1.0,""
2020-02-08,3,0,Cases_on_an_international_conveyance_Japan,Other,41,0,-0.926829268292683,""
2020-02-07,41,0,Cases_on_an_international_conveyance_Japan,Other,10,0,3.1,""
2020-02-06,10,0,Cases_on_an_international_conveyance_Japan,Other,10,0,0.0,""
2020-02-05,10,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-04,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-03,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-02,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-02-01,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-31,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-30,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-29,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-28,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-27,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-26,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-25,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-24,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-23,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-22,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-21,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-20,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-19,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-18,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-17,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-16,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-15,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-14,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-13,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-12,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-11,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-10,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-09,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-08,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-07,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-06,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-05,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-04,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-03,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-02,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2020-01-01,0,0,Cases_on_an_international_conveyance_Japan,Other,0,0,"",""
2019-12-31,0,0,Cases_on_an_international_conveyance_Japan,Other,"","","",""
2020-05-13,1,0,Cayman_Islands,America,3,0,-0.6666666666666666,""
2020-05-12,3,0,Cayman_Islands,America,0,0,"",""
2020-05-11,0,0,Cayman_Islands,America,0,0,"",""
2020-05-10,0,0,Cayman_Islands,America,3,0,-1.0,""
2020-05-09,3,0,Cayman_Islands,America,0,0,"",""
2020-05-08,0,0,Cayman_Islands,America,3,0,-1.0,""
2020-05-07,3,0,Cayman_Islands,America,0,0,"",""
2020-05-06,0,0,Cayman_Islands,America,1,0,-1.0,""
2020-05-05,1,0,Cayman_Islands,America,0,0,"",""
2020-05-04,0,0,Cayman_Islands,America,0,0,"",""
2020-05-03,0,0,Cayman_Islands,America,1,0,-1.0,""
2020-05-02,1,0,Cayman_Islands,America,0,0,"",""
2020-05-01,0,0,Cayman_Islands,America,3,0,-1.0,""
2020-04-30,3,0,Cayman_Islands,America,0,0,"",""
2020-04-29,0,0,Cayman_Islands,America,0,0,"",""
2020-04-28,0,0,Cayman_Islands,America,0,0,"",""
2020-04-27,0,0,Cayman_Islands,America,4,0,-1.0,""
2020-04-26,4,0,Cayman_Islands,America,0,0,"",""
2020-04-25,0,0,Cayman_Islands,America,0,0,"",""
2020-04-24,0,0,Cayman_Islands,America,0,0,"",""
2020-04-23,0,0,Cayman_Islands,America,0,0,"",""
2020-04-22,0,0,Cayman_Islands,America,5,0,-1.0,""
2020-04-21,5,0,Cayman_Islands,America,0,0,"",""
2020-04-20,0,0,Cayman_Islands,America,0,0,"",""
2020-04-19,0,0,Cayman_Islands,America,0,0,"",""
2020-04-18,0,0,Cayman_Islands,America,1,0,-1.0,""
2020-04-17,1,0,Cayman_Islands,America,6,0,-0.8333333333333334,""
2020-04-16,6,0,Cayman_Islands,America,1,0,5.0,""
2020-04-15,1,0,Cayman_Islands,America,0,0,"",""
2020-04-14,0,0,Cayman_Islands,America,0,0,"",""
2020-04-13,0,0,Cayman_Islands,America,8,0,-1.0,""
2020-04-12,8,0,Cayman_Islands,America,0,0,"",""
2020-04-11,0,0,Cayman_Islands,America,0,0,"",""
2020-04-10,0,0,Cayman_Islands,America,0,0,"",""
2020-04-09,0,0,Cayman_Islands,America,6,0,-1.0,""
2020-04-08,6,0,Cayman_Islands,America,0,0,"",""
2020-04-07,0,0,Cayman_Islands,America,4,0,-1.0,""
2020-04-06,4,0,Cayman_Islands,America,6,0,-0.3333333333333333,""
2020-04-05,6,0,Cayman_Islands,America,1,0,5.0,""
2020-04-04,1,0,Cayman_Islands,America,6,0,-0.8333333333333334,""
2020-04-03,6,0,Cayman_Islands,America,8,0,-0.25,""
2020-04-02,8,0,Cayman_Islands,America,2,0,3.0,""
2020-04-01,2,0,Cayman_Islands,America,4,0,-0.5,""
2020-03-31,4,0,Cayman_Islands,America,0,0,"",""
2020-03-30,0,0,Cayman_Islands,America,0,0,"",""
2020-03-29,0,0,Cayman_Islands,America,2,0,-1.0,""
2020-03-28,2,0,Cayman_Islands,America,3,0,-0.3333333333333333,""
2020-03-27,3,0,Cayman_Islands,America,0,0,"",""
2020-03-26,0,0,Cayman_Islands,America,0,0,"",""
2020-03-25,0,0,Cayman_Islands,America,0,0,"",""
2020-03-24,0,0,Cayman_Islands,America,0,0,"",""
2020-03-23,0,0,Cayman_Islands,America,0,0,"",""
2020-03-22,0,0,Cayman_Islands,America,2,1,-1.0,-1.0
2020-03-21,2,1,Cayman_Islands,America,1,0,1.0,""
2020-03-20,1,0,Cayman_Islands,America,"","","",""
2020-05-13,0,0,Central_African_Republic,Africa,0,0,"",""
2020-05-12,0,0,Central_African_Republic,Africa,36,0,-1.0,""
2020-05-11,36,0,Central_African_Republic,Africa,0,0,"",""
2020-05-10,0,0,Central_African_Republic,Africa,49,0,-1.0,""
2020-05-09,49,0,Central_African_Republic,Africa,0,0,"",""
2020-05-08,0,0,Central_African_Republic,Africa,0,0,"",""
2020-05-07,0,0,Central_African_Republic,Africa,0,0,"",""
2020-05-06,0,0,Central_African_Republic,Africa,22,0,-1.0,""
2020-05-05,22,0,Central_African_Republic,Africa,0,0,"",""
2020-05-04,0,0,Central_African_Republic,Africa,0,0,"",""
2020-05-03,0,0,Central_African_Republic,Africa,22,0,-1.0,""
2020-05-02,22,0,Central_African_Republic,Africa,0,0,"",""
2020-05-01,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-30,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-29,0,0,Central_African_Republic,Africa,31,0,-1.0,""
2020-04-28,31,0,Central_African_Republic,Africa,0,0,"",""
2020-04-27,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-26,0,0,Central_African_Republic,Africa,2,0,-1.0,""
2020-04-25,2,0,Central_African_Republic,Africa,1,0,1.0,""
2020-04-24,1,0,Central_African_Republic,Africa,2,0,-0.5,""
2020-04-23,2,0,Central_African_Republic,Africa,2,0,0.0,""
2020-04-22,2,0,Central_African_Republic,Africa,0,0,"",""
2020-04-21,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-20,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-19,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-18,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-04-17,1,0,Central_African_Republic,Africa,0,0,"",""
2020-04-16,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-15,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-14,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-13,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-12,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-11,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-04-10,1,0,Central_African_Republic,Africa,1,0,0.0,""
2020-04-09,1,0,Central_African_Republic,Africa,0,0,"",""
2020-04-08,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-07,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-06,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-04-05,1,0,Central_African_Republic,Africa,0,0,"",""
2020-04-04,0,0,Central_African_Republic,Africa,0,0,"",""
2020-04-03,0,0,Central_African_Republic,Africa,2,0,-1.0,""
2020-04-02,2,0,Central_African_Republic,Africa,0,0,"",""
2020-04-01,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-31,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-30,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-03-29,1,0,Central_African_Republic,Africa,0,0,"",""
2020-03-28,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-03-27,1,0,Central_African_Republic,Africa,0,0,"",""
2020-03-26,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-25,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-24,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-03-23,1,0,Central_African_Republic,Africa,2,0,-0.5,""
2020-03-22,2,0,Central_African_Republic,Africa,0,0,"",""
2020-03-21,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-20,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-19,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-18,0,0,Central_African_Republic,Africa,0,0,"",""
2020-03-17,0,0,Central_African_Republic,Africa,1,0,-1.0,""
2020-03-16,1,0,Central_African_Republic,Africa,"","","",""
2020-05-13,35,9,Chad,Africa,0,0,"",""
2020-05-12,0,0,Chad,Africa,0,0,"",""
2020-05-11,0,0,Chad,Africa,62,3,-1.0,-1.0
2020-05-10,62,3,Chad,Africa,7,1,7.857142857142857,2.0
2020-05-09,7,1,Chad,Africa,83,10,-0.9156626506024096,-0.9
2020-05-08,83,10,Chad,Africa,0,0,"",""
2020-05-07,0,0,Chad,Africa,53,7,-1.0,-1.0
2020-05-06,53,7,Chad,Africa,0,0,"",""
2020-05-05,0,0,Chad,Africa,0,0,"",""
2020-05-04,0,0,Chad,Africa,44,5,-1.0,-1.0
2020-05-03,44,5,Chad,Africa,0,0,"",""
2020-05-02,0,0,Chad,Africa,21,3,-1.0,-1.0
2020-05-01,21,3,Chad,Africa,0,0,"",""
2020-04-30,0,0,Chad,Africa,6,2,-1.0,-1.0
2020-04-29,6,2,Chad,Africa,0,0,"",""
2020-04-28,0,0,Chad,Africa,6,0,-1.0,""
2020-04-27,6,0,Chad,Africa,0,0,"",""
2020-04-26,0,0,Chad,Africa,0,0,"",""
2020-04-25,0,0,Chad,Africa,6,0,-1.0,""
2020-04-24,6,0,Chad,Africa,0,0,"",""
2020-04-23,0,0,Chad,Africa,1,0,-1.0,""
2020-04-22,1,0,Chad,Africa,0,0,"",""
2020-04-21,0,0,Chad,Africa,0,0,"",""
2020-04-20,0,0,Chad,Africa,0,0,"",""
2020-04-19,0,0,Chad,Africa,6,0,-1.0,""
2020-04-18,6,0,Chad,Africa,0,0,"",""
2020-04-17,0,0,Chad,Africa,4,0,-1.0,""
2020-04-16,4,0,Chad,Africa,0,0,"",""
2020-04-15,0,0,Chad,Africa,8,0,-1.0,""
2020-04-14,8,0,Chad,Africa,4,0,1.0,""
2020-04-13,4,0,Chad,Africa,0,0,"",""
2020-04-12,0,0,Chad,Africa,0,0,"",""
2020-04-11,0,0,Chad,Africa,1,0,-1.0,""
2020-04-10,1,0,Chad,Africa,1,0,0.0,""
2020-04-09,1,0,Chad,Africa,0,0,"",""
2020-04-08,0,0,Chad,Africa,0,0,"",""
2020-04-07,0,0,Chad,Africa,1,0,-1.0,""
2020-04-06,1,0,Chad,Africa,1,0,0.0,""
2020-04-05,1,0,Chad,Africa,0,0,"",""
2020-04-04,0,0,Chad,Africa,0,0,"",""
2020-04-03,0,0,Chad,Africa,0,0,"",""
2020-04-02,0,0,Chad,Africa,0,0,"",""
2020-04-01,0,0,Chad,Africa,2,0,-1.0,""
2020-03-31,2,0,Chad,Africa,0,0,"",""
2020-03-30,0,0,Chad,Africa,0,0,"",""
2020-03-29,0,0,Chad,Africa,0,0,"",""
2020-03-28,0,0,Chad,Africa,2,0,-1.0,""
2020-03-27,2,0,Chad,Africa,0,0,"",""
2020-03-26,0,0,Chad,Africa,1,0,-1.0,""
2020-03-25,1,0,Chad,Africa,0,0,"",""
2020-03-24,0,0,Chad,Africa,0,0,"",""
2020-03-23,0,0,Chad,Africa,1,0,-1.0,""
2020-03-22,1,0,Chad,Africa,0,0,"",""
2020-03-21,0,0,Chad,Africa,1,0,-1.0,""
2020-03-20,1,0,Chad,Africa,"","","",""
2020-05-13,1658,12,Chile,America,1197,11,0.38512949039264827,0.09090909090909091
2020-05-12,1197,11,Chile,America,1647,8,-0.273224043715847,0.375
2020-05-11,1647,8,Chile,America,1247,10,0.32076984763432237,-0.2
2020-05-10,1247,10,Chile,America,1391,9,-0.10352264557872035,0.1111111111111111
2020-05-09,1391,9,Chile,America,1533,4,-0.09262883235485975,1.25
2020-05-08,1533,4,Chile,America,1032,6,0.48546511627906974,-0.3333333333333333
2020-05-07,1032,6,Chile,America,1373,5,-0.24836125273124546,0.2
2020-05-06,1373,5,Chile,America,980,10,0.4010204081632653,-0.5
2020-05-05,980,10,Chile,America,1228,13,-0.20195439739413681,-0.23076923076923078
2020-05-04,1228,13,Chile,America,1427,13,-0.13945339873861248,0.0
2020-05-03,1427,13,Chile,America,985,7,0.44873096446700506,0.8571428571428571
2020-05-02,985,7,Chile,America,1138,11,-0.1344463971880492,-0.36363636363636365
2020-05-01,1138,11,Chile,America,520,9,1.1884615384615385,0.2222222222222222
2020-04-30,520,9,Chile,America,552,9,-0.057971014492753624,0.0
2020-04-29,552,9,Chile,America,482,9,0.14522821576763487,0.0
2020-04-28,482,9,Chile,America,473,8,0.019027484143763214,0.125
2020-04-27,473,8,Chile,America,552,7,-0.1431159420289855,0.14285714285714285
2020-04-26,552,7,Chile,America,494,6,0.11740890688259109,0.16666666666666666
2020-04-25,494,6,Chile,America,516,8,-0.04263565891472868,-0.25
2020-04-24,516,8,Chile,America,464,13,0.11206896551724138,-0.38461538461538464
2020-04-23,464,13,Chile,America,325,8,0.4276923076923077,0.625
2020-04-22,325,8,Chile,America,419,6,-0.2243436754176611,0.3333333333333333
2020-04-21,419,6,Chile,America,358,7,0.17039106145251395,-0.14285714285714285
2020-04-20,358,7,Chile,America,478,10,-0.2510460251046025,-0.3
2020-04-19,478,10,Chile,America,445,11,0.07415730337078652,-0.09090909090909091
2020-04-18,445,11,Chile,America,534,11,-0.16666666666666666,0.0
2020-04-17,534,11,Chile,America,356,2,0.5,4.5
2020-04-16,356,2,Chile,America,392,10,-0.09183673469387756,-0.8
2020-04-15,392,10,Chile,America,312,2,0.2564102564102564,4.0
2020-04-14,312,2,Chile,America,286,7,0.09090909090909091,-0.7142857142857143
2020-04-13,286,7,Chile,America,426,8,-0.3286384976525822,-0.125
2020-04-12,426,8,Chile,America,529,8,-0.1947069943289225,0.0
2020-04-11,529,8,Chile,America,426,9,0.24178403755868544,-0.1111111111111111
2020-04-10,426,9,Chile,America,430,5,-0.009302325581395349,0.8
2020-04-09,430,5,Chile,America,301,6,0.42857142857142855,-0.16666666666666666
2020-04-08,301,6,Chile,America,344,3,-0.125,1.0
2020-04-07,344,3,Chile,America,310,7,0.10967741935483871,-0.5714285714285714
2020-04-06,310,7,Chile,America,424,5,-0.2688679245283019,0.4
2020-04-05,424,5,Chile,America,333,4,0.2732732732732733,0.25
2020-04-04,333,4,Chile,America,373,2,-0.10723860589812333,1.0
2020-04-03,373,2,Chile,America,293,4,0.27303754266211605,-0.5
2020-04-02,293,4,Chile,America,289,4,0.01384083044982699,0.0
2020-04-01,289,4,Chile,America,310,1,-0.06774193548387097,3.0
2020-03-31,310,1,Chile,America,230,1,0.34782608695652173,0.0
2020-03-30,230,1,Chile,America,299,1,-0.23076923076923078,0.0
2020-03-29,299,1,Chile,America,304,1,-0.01644736842105263,0.0
2020-03-28,304,1,Chile,America,164,1,0.8536585365853658,0.0
2020-03-27,164,1,Chile,America,220,1,-0.2545454545454545,0.0
2020-03-26,220,1,Chile,America,176,0,0.25,""
2020-03-25,176,0,Chile,America,114,1,0.543859649122807,-1.0
2020-03-24,114,1,Chile,America,95,1,0.2,0.0
2020-03-23,95,1,Chile,America,103,0,-0.07766990291262135,""
2020-03-22,103,0,Chile,America,92,0,0.11956521739130435,""
2020-03-21,92,0,Chile,America,104,0,-0.11538461538461539,""
2020-03-20,104,0,Chile,America,37,0,1.8108108108108107,""
2020-03-19,37,0,Chile,America,45,0,-0.17777777777777778,""
2020-03-18,45,0,Chile,America,81,0,-0.4444444444444444,""
2020-03-17,81,0,Chile,America,14,0,4.785714285714286,""
2020-03-16,14,0,Chile,America,18,0,-0.2222222222222222,""
2020-03-15,18,0,Chile,America,10,0,0.8,""
2020-03-14,10,0,Chile,America,10,0,0.0,""
2020-03-13,10,0,Chile,America,6,0,0.6666666666666666,""
2020-03-12,6,0,Chile,America,4,0,0.5,""
2020-03-11,4,0,Chile,America,3,0,0.3333333333333333,""
2020-03-10,3,0,Chile,America,5,0,-0.4,""
2020-03-09,5,0,Chile,America,"","","",""
2020-03-07,1,0,Chile,America,1,0,0.0,""
2020-03-06,1,0,Chile,America,2,0,-0.5,""
2020-03-05,2,0,Chile,America,1,0,1.0,""
2020-03-04,1,0,Chile,America,"","","",""
2020-05-13,7,0,China,Asia,1,0,6.0,""
2020-05-12,1,0,China,Asia,19,0,-0.9473684210526315,""
2020-05-11,19,0,China,Asia,15,0,0.26666666666666666,""
2020-05-10,15,0,China,Asia,0,0,"",""
2020-05-09,0,0,China,Asia,6,0,-1.0,""
2020-05-08,6,0,China,Asia,2,0,2.0,""
2020-05-07,2,0,China,Asia,2,0,0.0,""
2020-05-06,2,0,China,Asia,2,0,0.0,""
2020-05-05,2,0,China,Asia,3,0,-0.3333333333333333,""
2020-05-04,3,0,China,Asia,2,0,0.5,""
2020-05-03,2,0,China,Asia,3,0,-0.3333333333333333,""
2020-05-02,3,0,China,Asia,12,0,-0.75,""
2020-05-01,12,0,China,Asia,4,0,2.0,""
2020-04-30,4,0,China,Asia,2,0,1.0,""
2020-04-29,2,0,China,Asia,26,0,-0.9230769230769231,""
2020-04-28,26,0,China,Asia,3,1,7.666666666666667,-1.0
2020-04-27,3,1,China,Asia,10,0,-0.7,""
2020-04-26,10,0,China,Asia,15,0,-0.3333333333333333,""
2020-04-25,15,0,China,Asia,8,0,0.875,""
2020-04-24,8,0,China,Asia,12,0,-0.3333333333333333,""
2020-04-23,12,0,China,Asia,15,0,-0.2,""
2020-04-22,15,0,China,Asia,32,0,-0.53125,""
2020-04-21,32,0,China,Asia,14,0,1.2857142857142858,""
2020-04-20,14,0,China,Asia,18,0,-0.2222222222222222,""
2020-04-19,18,0,China,Asia,31,0,-0.41935483870967744,""
2020-04-18,31,0,China,Asia,352,1290,-0.9119318181818182,-1.0
2020-04-17,352,1290,China,Asia,50,0,6.04,""
2020-04-16,50,0,China,Asia,49,1,0.02040816326530612,-1.0
2020-04-15,49,1,China,Asia,94,0,-0.4787234042553192,""
2020-04-14,94,0,China,Asia,112,2,-0.16071428571428573,-1.0
2020-04-13,112,2,China,Asia,93,0,0.20430107526881722,""
2020-04-12,93,0,China,Asia,79,3,0.17721518987341772,-1.0
2020-04-11,79,3,China,Asia,55,1,0.43636363636363634,2.0
2020-04-10,55,1,China,Asia,86,2,-0.36046511627906974,-0.5
2020-04-09,86,2,China,Asia,86,2,0.0,0.0
2020-04-08,86,2,China,Asia,56,0,0.5357142857142857,""
2020-04-07,56,0,China,Asia,67,2,-0.16417910447761194,-1.0
2020-04-06,67,2,China,Asia,48,3,0.3958333333333333,-0.3333333333333333
2020-04-05,48,3,China,Asia,62,4,-0.22580645161290322,-0.25
2020-04-04,62,4,China,Asia,70,10,-0.11428571428571428,-0.6
2020-04-03,70,10,China,Asia,100,6,-0.3,0.6666666666666666
2020-04-02,100,6,China,Asia,54,1,0.8518518518518519,5.0
2020-04-01,54,1,China,Asia,84,3,-0.35714285714285715,-0.6666666666666666
2020-03-31,84,3,China,Asia,98,2,-0.14285714285714285,0.5
2020-03-30,98,2,China,Asia,113,5,-0.13274336283185842,-0.6
2020-03-29,113,5,China,Asia,119,3,-0.05042016806722689,0.6666666666666666
2020-03-28,119,3,China,Asia,94,5,0.26595744680851063,-0.4
2020-03-27,94,5,China,Asia,102,6,-0.0784313725490196,-0.16666666666666666
2020-03-26,102,6,China,Asia,78,4,0.3076923076923077,0.5
2020-03-25,78,4,China,Asia,69,7,0.13043478260869565,-0.42857142857142855
2020-03-24,69,7,China,Asia,138,9,-0.5,-0.2222222222222222
2020-03-23,138,9,China,Asia,65,6,1.123076923076923,0.5
2020-03-22,65,6,China,Asia,52,6,0.25,0.0
